word,meaning,pronunciation,syllables,partOfSpeech,example
trademark,"A word, symbol, or phrase used to identify a particular company's product and differentiate it from other companies' products.",/ˈtɹeɪdmɑː(ɹ)k/,tr-ad-em-ark,noun,
traditionally,In a traditional manner.,/tɹəˈdɪʃənli/,tr-ad-it-ion-all-y,adverb,
trainee,Someone who is still in the process of being formally trained in a workplace.,/tɹeɪˈni/,tr-ain-ee,noun,
trainer,A person who trains another; a coach.,/ˈtɹeɪnə/,tr-ain-er,noun,
transaction,"The act of conducting or carrying out (business, negotiations, plans).",/tɹænˈzækʃən/,tr-ans-act-ion,noun,The transaction was made on Friday with the supplier.
transit,"The act of passing over, across, or through something.",/ˈtɹæn.sɪt/,tr-ans-it,noun,the transit of goods through a country
translation,"The act of translating, in its various senses:",/tɹæns-/,tr-ansl-at-ion,noun,
translator,"A person who translates text, film or other material into a different natural language.",/ˈtɹanzleɪtə/,tr-ansl-at-or,noun,
transmission,"The act of transmitting, e.g. data or electric power.",/tɹænsˈmɪʃən/,tr-ansm-iss-ion,noun,
transmit,"To send or convey something from one person, place or thing to another.",/tɹænsˈmɪt/,tr-ansm-it,verb,
trash,Useless things to be discarded; rubbish; refuse.,/tɹæʃ/,tr-ash,noun,I am Harry Potter trash.
traveler,"A member of a particular nomadic ethnic minority in Ireland, the Pavee.",/ˈtɹæv.l̩.ɚ/,tr-av-el-er,noun,
tray,"A small, typically rectangular or round, flat, and rigid object upon which things are carried.",/tɹeɪ/,tr-ay,noun,I carefully arranged the dishes on the tray and brought it upstairs.
tremendous,Awe-inspiring; terrific.,/tɹəˈmɛndəs/,tr-em-end-ous,adjective,Van Beethoven's ninth symphony is a tremendous piece of music.
tropical,A tropical plant.,,tr-op-ic-al,noun,tropical fruit
tuition,"A sum of money paid for instruction (such as in a high school, boarding school, university, or college).",/ˈtjuːʃən/,t-uit-ion,noun,"These rosemaling workshops are no place for anyone who wants to pester me or the students with the ""white privilege"" card, inter alia. Therefore, I reserve the right to refund the tuition of such men and women, kick them out the door, and bar them from at least two of my future events."
tuna,Any of several species of fish of the genus Thunnus in the family Scombridae.,/ˈtjuː.nə/,t-un-a,noun,
tunnel,An underground or underwater passage.,/ˈtʌn(ə)l/,t-unn-el,noun,
turnover,The amount of money taken as sales transacted in a given period.,,t-urn-ov-er,noun,"The company had an annual turnover of $500,000."
umbrella,Cloth-covered frame used for protection against rain or sun.,/ʌmˈbɹɛlə/,umbr-ell-a,noun,"Quick, grab that umbrella before you get rained on!"
unattended,Not attended; without persons present.,,un-att-end-ed,adjective,System administrators may schedule an unattended installation of the software.
unauthorize,,,un-auth-or-iz-e,,
unavailable,(history) A communist who operated underground and was therefore not available for a political leadership position.,,un-av-ail-abl-e,noun,"A cold, reserved man, he was seen as emotionally unavailable."
uncomfortable,Not comfortable; causing discomfort.,/ʌnˈkʌm.fə.tə.bəl/,unc-omf-ort-abl-e,adjective,The class squirmed and fidgeted in the uncomfortable new chairs.
underground,"An underground railway, especially for mass transit of people in urban areas.",/ˈʌndəɡɹaʊnd/,und-ergr-ound,noun,the French underground during World War II
underline,A line placed underneath a piece of text in order to provide emphasis or to indicate that it should be viewed in italics or (in electronic documents) that it acts as a hyperlink.,/ˈʌndəˌlaɪn/,und-erl-in-e,noun,underline the important words in the text
underway,"A road, track, path, or street for going under another way or obstacle.",,und-erw-ay,noun,
unemployed,Unemployed people.,,un-empl-oyed,noun,The unemployed are a growing portion of the population.
unexpected,"Not expected, anticipated or foreseen.",/ʌnɪkˈspɛktɪd/,un-exp-ect-ed,adjective,
unfamiliar,An unfamiliar person; a stranger.,/ˌʌnfəˈmɪli.əɹ/,unf-am-il-iar,noun,
unhappy,An individual who is not happy.,/ʌnˈhæpi/,unh-app-y,noun,An unhappy customer is unlikely to return to your shop.
unlimited,Limitless or without bounds; unrestricted,/ʌnˈlɪmɪtɪd/,unl-im-it-ed,adjective,
unload,"To remove the load or cargo from (a vehicle, etc.).",/ʌnˈləʊd/,unl-oad,verb,to unload a ship; to unload a camel
unnecessary,Not needed or necessary.,/ʌnˈnɛ.sə.s(ə)ɹɪ /,unn-ec-ess-ar-y,adjective,The automatic child-frightener made clowns unnecessary.
unpaid,Not paid for.,/ʌnˈpeɪd/,unp-aid,adjective,an unpaid bill
unpleasant,Not pleasant.,/ʌnˈplezənt/,unpl-eas-ant,adjective,
unplug,"To disconnect from a supply, especially an electrical socket.",/ʌnˈplʌɡ/,unpl-ug,verb,"To save electricity, I unplug my computer when I am not at home."
unreal,Fake; not real,/ʌnˈɹi.əl/,unr-eal,adjective,I just had an unreal hamburger.
unreliable,Not reliable.,,unr-el-iabl-e,adjective,
unspecified,Not specified; not thoroughly explained or detailed; not adequately commented.,/ʌn.ˈspɛ.sɪ.faɪd/,unsp-ec-if-ied,adjective,
unsure,Uncertain,,uns-ur-e,adjective,I'm still unsure whether to attend the wedding.
unused,Not used.,/ʌnˈjuːst/,un-us-ed,adjective,I have two unused vouchers for a free meal.
unusually,In an unusual manner.,/ʌnˈjuːʒuəli/,un-us-uall-y,adverb,

