word,meaning,pronunciation,syllables,partOfSpeech,example
pole,"막대기; (스키) 폴; 극",/pɔːl/,p-ol-e,noun,"'pole'은 길고 둥근 '막대기'를 의미하며, 북극(the North Pole)이나 남극(the South Pole)처럼 지구의 '극'을 뜻하기도 합니다."
polish,"광을 내다; 다듬다",/ˈpɒlɪʃ/,p-ol-ish,verb,"'polish'는 가구, 구두, 금속 등의 표면을 문질러 '광을 내다'는 의미와, 글이나 기술을 더 좋게 '다듬다'는 두 가지 주요 의미를 가집니다."
polite,"예의 바른, 공손한",/pəˈlaɪt/,p-ol-it-e,adjective,"'polite'는 다른 사람을 존중하고 배려하는 태도, 즉 '예의 바른' 또는 '공손한'을 묘사하는 형용사입니다."
pollute,"오염시키다",/pəˈljuːt/,p-oll-ut-e,verb,"'pollute'는 공기, 물, 토양 등을 해로운 물질로 더럽히는 것, 즉 '오염시키다'라는 의미의 동사입니다."
poorly,"서투르게; 형편없이",/ˈpɔː(r)li/,p-oorl-y,adverb,"'poorly'는 솜씨가 '서투르게' 또는 결과가 '형편없이', '변변치 않게'라는 의미의 부사입니다. 'be poorly'는 '몸이 좋지 않다'는 뜻으로 쓰입니다."
popcorn,"팝콘",/ˈpɒp.kɔː(ɹ)n/,p-opc-orn,noun,"'popcorn'은 옥수수 알갱이를 열로 가열하여 터뜨려 만든 과자, 즉 '팝콘'을 의미합니다."
popularity,"인기",/ˌpɒp.jəˈlæɹ.ɪ.ti/,p-op-ul-ar-it-y,noun,"'popularity'는 많은 사람들이 좋아하거나 지지하는 상태, 즉 '인기'를 의미하는 명사입니다."
portable,"휴대용의",/ˈpɔː(ɹ)təbl̩/,p-ort-abl-e,adjective,"'portable'은 크기가 작고 가벼워서 쉽게 들고 다닐 수 있는, 즉 '휴대용의'라는 의미를 가진 형용사입니다."
portfolio,"포트폴리오",/-əʊl.jəʊ/,p-ortf-ol-io,noun,"'portfolio'는 예술가, 디자이너, 작가 등이 자신의 실력을 보여주기 위해 만든 '작품집'을 의미하며, 개인이 보유한 주식, 채권 등의 '금융 자산 목록'을 뜻하기도 합니다."
postage,"우편 요금",/ˈpəʊstɪdʒ/,p-ost-ag-e,noun,"'postage'는 편지나 소포를 부치는 데 드는 비용, 즉 '우편 요금'을 의미합니다."
postal,"우편의",/[ˈpəʊstl̩]/,p-ost-al,adjective,"'postal'은 우편 서비스와 관련된, 즉 '우편의'라는 의미를 가진 형용사입니다. (예: postal service - 우편 서비스)"
postcard,"엽서",/ˈpoʊstˌkɑɹd/,p-ostc-ard,noun,"'postcard'는 한쪽 면에는 그림이나 사진이 있고 다른 쪽 면에는 글을 써서 봉투 없이 보내는 '우편엽서'를 의미합니다."
poster,"포스터",/ˈpoʊstɚ/,p-ost-er,noun,"'poster'는 영화, 공연, 행사 등을 홍보하거나 특정 메시지를 전달하기 위해 벽에 붙이는 큰 그림이나 인쇄물, 즉 '포스터'를 의미합니다."
postpone,"연기하다, 미루다",/poʊstˈpoʊn/,p-ostp-on-e,verb,"'postpone'은 예정되어 있던 행사나 약속을 나중으로 '미루다' 또는 '연기하다'라는 의미의 동사입니다."
pottery,"도자기",/ˈpɒtəɹi/,p-ott-er-y,noun,"'pottery'는 흙으로 빚어 불에 구워 만든 그릇, 항아리, 장식품 등을 총칭하는 단어, 즉 '도자기' 또는 '도기류'를 의미하는 셀 수 없는 명사입니다."
precede,"~에 앞서다, 선행하다",/pɹiːˈsiːd/,pr-ec-ed-e,verb,"'precede'는 시간적으로나 순서상으로 어떤 것보다 '먼저 일어나다' 또는 '~보다 앞에 오다'라는 의미의 동사입니다."
prediction,"예측, 예언",/pɹɪˈdɪkʃn/,pr-ed-ict-ion,noun,"'prediction'은 미래에 어떤 일이 일어날지에 대해 미리 말하는 것, 즉 '예측'이나 '예언'을 의미하는 명사입니다."
preliminary,"예비의",/pɹɪˈlɪmɪnəɹi/,pr-el-im-in-ar-y,adjective,"'preliminary'는 더 중요하고 본격적인 것을 하기 전에 준비 단계로서 행해지는, 즉 '예비의' 또는 '사전의'라는 의미를 가진 형용사입니다."
premium,"고급의; 할증료",/ˈpɹimiəm/,pr-em-ium,noun,"'premium'은 보통보다 품질이 더 뛰어나고 비싼 '고급의'라는 의미의 형용사와, 정기적으로 내는 '보험료' 또는 추가로 붙는 '할증료'라는 의미의 명사로 쓰입니다."
prescribe,"처방하다; 규정하다",/pɹɪˈskɹaɪb/,pr-escr-ib-e,verb,"'prescribe'는 의사가 환자에게 어떤 약을 사용하도록 공식적으로 지시하는 것, 즉 '처방하다'라는 의미와, 규칙이나 법률로 어떤 것을 '규정하다'는 두 가지 주요 의미를 가집니다."
prescription,"처방(전)",/pɝˈskɹɪpʃən/,pr-escr-ipt-ion,noun,"'prescription'은 의사가 환자에게 내리는 약에 대한 지시, 즉 '처방' 또는 그 처방 내용을 적은 종이인 '처방전'을 의미합니다."
presenter,"발표자, 진행자",/pɹɪˈzɛntə(ɹ)/,pr-es-ent-er,noun,"'presenter'는 회의나 학회에서 특정 주제에 대해 설명하는 '발표자'나, 텔레비전이나 라디오 프로그램의 '진행자'를 의미합니다."
prestigious,"명망 있는, 일류의",/pɹə-/,pr-est-ig-ious,adjective,"'prestigious'는 많은 사람들로부터 존경과 인정을 받아 명성이 높은, 즉 '명망 있는' 또는 '일류의'라는 의미의 형용사입니다."
preview,"미리 보기, 시사회",/ˈpɹiːvjʉː/,pr-ev-iew,noun,"'preview'는 영화, 공연, 전시 등을 공식적으로 공개하기 전에 일부 사람들에게 미리 보여주는 '시사회'나 '예고편'을 의미합니다."
probable,"아마도 ~일 것 같은",/ˈpɹɒbəbl̩/,pr-ob-abl-e,adjective,"'probable'은 어떤 일이 일어날 가능성이 상당히 높은, 즉 '거의 확실한' 또는 '충분히 예상되는' 상태를 나타내는 형용사입니다."
productive,"생산적인",/pɹəˈdʌktɪv/,pr-od-uct-iv-e,adjective,"'productive'는 짧은 시간에 많은 것을 이루어내는, 즉 '생산적인' 또는 '결실이 많은' 상태를 묘사하는 형용사입니다."
productivity,"생산성",/ˌpɹɒdʌkˈtɪvəti/,pr-od-uct-iv-it-y,noun,"'productivity'는 투입된 자원 대비 결과물의 양, 즉 '생산성'을 의미하는 명사입니다."
professionally,"전문적으로, 직업적으로",,pr-of-ess-ion-all-y,adverb,"'professionally'는 어떤 일을 '직업으로서' 하거나, 매우 높은 수준의 기술을 가지고 '전문적으로' 처리하는 방식을 나타내는 부사입니다."
proficiency,"능숙함, 숙달",/pɹəˈfɪʃənsi/,pr-of-ic-ienc-y,noun,"'proficiency'는 특정 기술이나 지식을 잘 사용할 수 있는 높은 수준의 능력, 즉 '능숙함'이나 '숙달'을 의미합니다."
profitable,"수익성이 있는, 이득이 되는",/ˈpɹɒfɪtəbl̩/,pr-of-it-abl-e,adjective,"'profitable'은 돈을 벌 수 있거나 이익을 가져다주는, 즉 '수익성이 있는' 사업이나 활동을 묘사하는 형용사입니다."
programmer,"프로그래머",/ˈpɹəʊɡɹæmə/,pr-ogr-amm-er,noun,"'programmer'는 컴퓨터 언어를 사용하여 소프트웨어나 응용 프로그램을 만드는 사람, 즉 '프로그래머'를 의미합니다."
prohibit,"금지하다",/pɹəʊˈhɪbɪt/,pr-oh-ib-it,verb,"'prohibit'는 법률이나 규칙으로 특정 행위를 공식적으로 하지 못하게 막는 것, 즉 '금지하다'라는 의미의 동사입니다. 'forbid'보다 더 격식 있는 표현입니다."
projection,"예상, 추정; 투사",/pɹəˈdʒɛkʃən/,pr-oj-ect-ion,noun,"'projection'은 현재의 정보를 바탕으로 미래의 수치나 상황을 계산하는 '예상' 또는 '추정'을 의미하며, 빛을 스크린에 비추는 '투영'이나 '투사'를 뜻하기도 합니다."
projector,"프로젝터, 영사기",,pr-oj-ect-or,noun,"'projector'는 이미지나 영상을 스크린이나 벽에 확대하여 비추는 장치, 즉 '프로젝터'를 의미합니다."
prominent,"저명한; 두드러진",/ˈpɹɒmɪnənt/,pr-om-in-ent,adjective,"'prominent'는 특정 분야에서 매우 유명하고 중요한, 즉 '저명한' 인물을 묘사하며, 다른 것들 사이에서 쉽게 눈에 띄는 '두드러진' 특징을 나타내기도 합니다."
promotional,"홍보의",/pɹəˈməʊʃənəl/,pr-om-ot-ion-al,adjective,"'promotional'은 제품이나 서비스를 사람들에게 알리고 판매를 늘리기 위한, 즉 '홍보의' 또는 '판촉의'라는 의미를 가진 형용사입니다."
promptly,"지체 없이, 즉시",/ˈpɹɒmptli/,pr-omptl-y,adverb,"'promptly'는 정해진 시간을 어기지 않고 '정각에' 또는 어떤 일이 있고 난 후 '지체 없이', '즉시'라는 의미를 가진 부사입니다."
proofread,"교정을 보다",/ˈpɹuːfɹiːd/,pr-oofr-ead,verb,"'proofread'는 인쇄하거나 제출하기 전에 글에 있는 오타나 문법적 오류를 찾아내어 수정하는 것, 즉 '교정을 보다'라는 의미의 동사입니다."
prospective,"장래의, 유망한",/pɹəˈspɛktɪv/,pr-osp-ect-iv-e,adjective,"'prospective'는 앞으로 특정 역할을 맡거나 고객이 될 가능성이 있는, 즉 '장래의' 또는 '잠재적인'이라는 의미의 형용사입니다. (예: prospective student - 예비 학생)"
protective,"보호하는",/pɹoʊtɛktɪv/,pr-ot-ect-iv-e,adjective,"'protective'는 누군가나 무언가를 위험이나 손상으로부터 안전하게 지키려는, 즉 '보호하는' 성질이나 행동을 묘사하는 형용사입니다."
provider,"공급자",,pr-ov-id-er,noun,"'provider'는 상품이나 서비스를 제공하는 사람이나 회사, 즉 '공급자'를 의미합니다. (예: internet service provider - 인터넷 서비스 공급자)"
