word,meaning,pronunciation,syllables,partOfSpeech,example
cooler,"냉각기, 아이스박스",/ˈkuːl.ə(ɹ)/,c-ool-er,noun,"'cooler'는 음료나 음식을 차갑게 유지하기 위한 휴대용 상자인 '아이스박스'를 의미하며, 무언가를 식히는 '냉각 장치'를 총칭하는 단어이기도 합니다."
cooperate,"협력하다, 협조하다",/koʊˈɒpəɹeɪt/,c-oop-er-at-e,verb,"'cooperate'는 공동의 목표를 달성하기 위해 다른 사람이나 집단과 함께 일하거나 돕는 것, 즉 '협력하다' 또는 '협조하다'라는 의미의 동사입니다. 주로 'cooperate with'의 형태로 사용됩니다."
coordinate,"조정하다; 좌표",,c-oord-in-at-e,verb,"'coordinate'는 여러 사람이나 요소들이 조화롭게 함께 작동하도록 '조정하다'라는 의미의 동사로 주로 쓰입니다. 명사로는 지도 위의 위치를 나타내는 '좌표'라는 뜻으로도 사용됩니다."
coordinator,"조정자, 담당자",,c-oord-in-at-or,noun,"'coordinator'는 행사나 프로젝트의 여러 부분들이 원활하게 진행되도록 전체를 조율하고 관리하는 사람, 즉 '조정자'나 '담당자'를 의미합니다."
copier,"복사기",/ˈkɒpɪə/,c-op-ier,noun,"'copier'는 문서나 그림 등을 복제하는 기계, 즉 '복사기'를 의미합니다. 'photocopier'와 같은 뜻입니다."
copyright,"저작권",/ˈkɒpiˌɹaɪt/,c-op-yr-ight,noun,"'copyright'는 창작자가 자신의 저작물(글, 음악, 그림 등)에 대해 갖는 법적인 권리, 즉 '저작권'을 의미합니다."
cord,"끈, 코드",/kɔːd/,c-ord,noun,"'cord'는 일반적인 '끈'이나 '노끈'을 의미하며, 전기 제품에 연결된 '전선 코드'(electrical cord)를 뜻하는 말로도 흔하게 쓰입니다."
cordless,"무선의",,c-ordl-ess,adjective,"'cordless'는 전선 없이 배터리 등으로 작동하는, 즉 '무선의'라는 의미를 가진 형용사입니다. (예: cordless phone - 무선 전화기)"
correction,"수정",/kəˈɹɛkʃən/,c-orr-ect-ion,noun,"'correction'은 틀리거나 잘못된 부분을 바로잡는 행위 또는 그 결과물, 즉 '수정' 또는 '정정'을 의미하는 명사입니다."
correctly,"정확하게",/kəˈɹɛktli/,c-orr-ectl-y,adverb,"'correctly'는 실수나 오류 없이 '올바르게' 또는 '정확하게'라는 의미를 가진 부사입니다."
correspondence,"서신, 편지 교환",/ˌkɒɹɪˈspɒndəns/,c-orr-esp-ond-enc-e,noun,"'correspondence'는 두 사람 이상이 편지나 이메일을 주고받는 행위, 즉 '서신 교환' 또는 그 '편지들'을 의미합니다."
cosmetic,"화장품; 미용의",/kɒzˈmɛtɪk/,c-osm-et-ic,noun,"'cosmetic'은 외모를 꾸미기 위해 사용하는 '화장품'을 의미하는 명사입니다. 형용사로는 '미용의'라는 뜻과, 문제를 근본적으로 해결하지 않는 '피상적인'이라는 비유적인 의미로도 쓰입니다."
costly,"비용이 많이 드는, 비싼",/ˈkɒst.li/,c-ostl-y,adjective,"'costly'는 많은 돈이 필요한, 즉 '비용이 많이 드는' 또는 '값비싼'이라는 의미의 형용사입니다. 'expensive'와 유사한 의미를 가집니다."
costume,"의상, 복장",/ˈkɒs.tjuːm/,c-ost-um-e,noun,"'costume'은 특정 시대, 국가, 행사, 역할 등을 위해 입는 독특한 '의상'이나 '복장'을 의미합니다. (예: Halloween costume)"
counselor,"상담사, 조언가",/ˈkaʊnsələ(ɹ)/,c-ouns-el-or,noun,"'counselor'는 개인적인 문제나 학업, 진로 등에 대해 전문적인 조언을 해주는 '상담사'를 의미합니다. (예: school counselor)"
countryside,"시골 지역, 교외",/ˈkʌn.tɹiˌsaɪd/,c-ountr-ys-id-e,noun,"'countryside'는 도시에서 벗어난 지역으로, 자연 경관이 펼쳐진 '시골'을 의미합니다."
coupon,"쿠폰, 할인권",/ˈkuːˌpɒn/,c-oup-on,noun,"'coupon'은 물건을 사거나 서비스를 이용할 때 할인을 받을 수 있는 '할인권', 즉 '쿠폰'을 의미합니다."
courier,"택배, 배달원",/ˈkʊɹ.ɪə/,c-our-ier,noun,"'courier'는 서류나 소포 등을 빠르고 안전하게 배달해주는 사람이나 회사, 즉 '배달원' 또는 '택배 서비스'를 의미합니다."
courtesy,"예의, 공손함",/ˈkɜːtəsi/,c-ourt-es-y,noun,"'courtesy'는 다른 사람을 존중하는 공손한 말이나 행동, 즉 '예의'를 의미하는 명사입니다."
coworker,"직장 동료",,c-ow-ork-er,noun,"'coworker'는 같은 직장에서 함께 일하는 사람, 즉 '직장 동료'를 의미합니다. 'colleague'와 같은 의미로 쓰입니다."
crane,"기중기; 학, 두루미",/kɹeɪn/,cr-an-e,noun,"'crane'은 무거운 물건을 들어 올리는 건설 장비인 '기중기'라는 의미와, 목과 다리가 긴 새인 '학' 또는 '두루미'라는 두 가지 주요 의미를 가집니다."
creativity,"창의성, 독창력",/kɹieɪˈtɪvɪti/,cr-eat-iv-it-y,noun,"'creativity'는 새롭고 독창적인 아이디어를 생각해내는 능력, 즉 '창의성' 또는 '독창력'을 의미하는 명사입니다."
criteria,"기준 (criterion의 복수형)",/kɹaɪˈtɪəɹ.i.ə/,cr-it-er-ia,noun,"'criteria'는 어떤 것을 판단하거나 결정하기 위한 '기준'이나 '척도'를 의미하는 명사 'criterion'의 복수형입니다. 단수형보다 복수형이 훨씬 더 자주 사용됩니다."
cruise,"크루즈, 유람선 여행",/kɹuːz/,cr-uis-e,noun,"'cruise'는 대형 유람선을 타고 여러 곳을 방문하며 즐기는 여행, 즉 '크루즈 여행'을 의미합니다."
culinary,"요리의, 주방의",/ˈkʌlɪn(ə)ɹi/,c-ul-in-ar-y,adjective,"'culinary'는 음식이나 요리 기술과 관련된, 즉 '요리의' 또는 '주방의'라는 의미를 가진 형용사입니다."
cumulative,"누적되는",/ˈkjuːmjʊlətɪv/,c-um-ul-at-iv-e,adjective,"'cumulative'는 시간이 지나거나 과정이 반복되면서 양이나 효과가 계속 더해져 쌓이는, 즉 '누적되는' 상태를 설명하는 형용사입니다."
cushion,"쿠션",/ˈkʊʃən/,c-ush-ion,noun,"'cushion'은 소파나 의자 위에 놓아 편안함을 더해주는 '쿠션'을 의미합니다. 비유적으로 충격을 완화해주는 '완충 장치'라는 뜻으로도 쓰입니다."
customize,"주문 제작하다",/ˈkʌst.ə.maɪ̯z/,c-ust-om-iz-e,verb,"'customize'는 개인의 취향이나 요구 사항에 맞게 물건을 변경하거나 만드는 것, 즉 '맞춤 제작하다'라는 의미의 동사입니다."
daytime,"낮, 주간",/ˈdeɪtaɪm/,d-ayt-im-e,noun,"'daytime'은 해가 떠 있는 시간, 즉 '낮' 또는 '주간'을 의미하며, 'nighttime'(밤)의 반대말입니다."
deadline,"마감 기한",/ˈdɛdˌlaɪn/,d-eadl-in-e,noun,"'deadline'은 과제나 업무 등을 반드시 끝내야 하는 마지막 날짜나 시간, 즉 '마감 기한'을 의미합니다."
dealership,"대리점",/ˈdiːləʃɪp/,d-eal-ersh-ip,noun,"'dealership'은 특정 회사의 제품(특히 자동차)을 판매할 수 있는 공식적인 허가를 받은 상점, 즉 '대리점'을 의미합니다."
debit,"(계좌의) 인출(액); 차변",/ˈdɛb.ɪt/,d-eb-it,noun,"'debit'는 은행 계좌에서 돈이 빠져나가는 것, 즉 '인출'을 의미합니다. 'debit card'는 '직불 카드'입니다. 회계 용어로는 자산의 증가나 부채의 감소를 기록하는 '차변'을 뜻합니다."
deck,"갑판; 데크",/dɛk/,d-eck,noun,"'deck'은 배의 가장 윗부분에 있는 평평한 바닥인 '갑판'을 의미하며, 주택에 붙어 있는 나무로 만든 야외 바닥인 '데크'를 뜻하기도 합니다."
decorate,"장식하다, 꾸미다",/ˈdɛkəɹeɪt/,d-ec-or-at-e,verb,"'decorate'는 특별한 날이나 행사를 위해 방이나 건물을 더 아름답게 '장식하다' 또는 '꾸미다'라는 의미의 동사입니다."
decoration,"장식",/ˌdɛkəˈɹeɪʃən/,d-ec-or-at-ion,noun,"'decoration'은 장식을 위해 사용하는 물건, 즉 '장식품' 또는 '장식' 그 자체를 의미하는 명사입니다."
dedication,"헌신",/ˌdɛdɪˈkeɪʃən/,d-ed-ic-at-ion,noun,"'dedication'은 어떤 목표나 사람에게 자신의 시간과 노력을 다 바치는 강한 마음, 즉 '헌신'을 의미합니다."
deduct,"(돈·점수 등을) 빼다, 공제하다",/dɪˈdʊkt/,d-ed-uct,verb,"'deduct'는 전체 금액이나 점수에서 일부를 '빼다' 또는 '공제하다'라는 의미의 동사입니다."
deduction,"공제; 추론",/dɪˈdʊkʃən/,d-ed-uct-ion,noun,"'deduction'은 전체에서 일부를 뺀 '공제(액)'라는 의미와, 이미 알려진 사실을 바탕으로 결론을 이끌어내는 '추론'이라는 두 가지 주요 의미를 가집니다."
defect,"결함, 결점",,d-ef-ect,noun,"'defect'는 제품이나 시스템이 완벽하지 못하고 잘못된 부분, 즉 '결함'이나 '결점'을 의미하는 명사입니다."
defective,"결함이 있는",/dɪˈfɛktɪv/,d-ef-ect-iv-e,adjective,"'defective'는 제품 등이 제대로 만들어지지 않아 '결함이 있는' 상태를 묘사하는 형용사입니다."
definite,"확실한, 명확한",/ˈdɛfɪnɪt/,d-ef-in-it-e,adjective,"'definite'는 의심의 여지가 없이 '확실한' 또는 내용이 '명확한' 상태를 나타내는 형용사입니다."
delegate,"대표(자); (권한 등을) 위임하다",,d-el-eg-at-e,noun,"'delegate'는 특정 그룹을 대표하여 회의나 행사에 참석하는 '대표자'를 의미하는 명사와, 자신의 책임이나 권한의 일부를 다른 사람에게 맡기는 '위임하다'라는 의미의 동사로 쓰입니다."
delete,"삭제하다",/diˈliːt/,d-el-et-e,verb,"'delete'는 글자나 파일 등 컴퓨터에 저장된 정보를 지우는 것, 즉 '삭제하다'라는 의미의 동사입니다."
delicate,"섬세한; 연약한",/ˈdɛlɪkət/,d-el-ic-at-e,adjective,"'delicate'는 모양이나 색깔이 '섬세하고 우아한' 상태를, 또는 부서지거나 손상되기 쉬운 '연약한' 상태를 묘사하는 형용사입니다."
delicious,"아주 맛있는",/dɪˈlɪʃəs/,d-el-ic-ious,adjective,"'delicious'는 음식이 '매우 맛있다'는 것을 표현하는 가장 일반적인 형용사입니다."
deluxe,"호화로운, 고급의",/dəˈlʌks/,d-el-ux-e,adjective,"'deluxe'는 일반적인 것보다 더 비싸고 품질이 뛰어난, 즉 '호화로운' 또는 '고급의'라는 의미를 가진 형용사입니다."
demolish,"철거하다, 허물다",/dəˈmɒl.ɪʃ/,d-em-ol-ish,verb,"'demolish'는 낡거나 불필요한 건물을 완전히 부수는 것, 즉 '철거하다' 또는 '허물다'라는 의미의 동사입니다."
dental,"치아의",/ˈdɛntl̩/,d-ent-al,adjective,"'dental'은 사람의 '치아'나 치과 치료와 관련된 것을 나타내는 형용사입니다. (예: dental care - 치아 관리)"
dentist,"치과의사",/ˈdɛntɪst/,d-ent-ist,noun,"'dentist'는 치아와 잇몸의 질병을 예방하고 치료하는 전문 의료인, 즉 '치과의사'를 의미합니다."
