word,meaning,pronunciation,syllables,partOfSpeech,example
rider,"One who rides, often on a horse or a motorcycle.",/ˈɹaɪ.də(ɹ)/,r-id-er,noun,
rose,"A shrub of the genus Rosa, with red, pink, white or yellow flowers.",/ɹəʊz/,r-os-e,noun,
rubber,Pliable material derived from the sap of the rubber tree; a hydrocarbon polymer of isoprene.,/ˈɹʌbə(ɹ)/,r-ubb-er,noun,Jones toes the rubber and then fires to the plate.
rug,A partial covering for a floor.,/ɹʌɡ/,r-ug,noun,
rumor,"A statement or claim of questionable accuracy, from no known reliable source, usually spread by word of mouth.",/ˈɹuːmə(ɹ)/,r-um-or,noun,There's a rumor going round that he's going to get married.
runner,"Act or instance of running, of moving rapidly using the feet.",/ˈɹʌnə/,r-unn-er,noun,I just got back from my morning run.
safely,In a safe manner; without risk; using caution above all else.,/ˈseɪfli/,s-af-el-y,adverb,
salad,"A food made primarily of a mixture of raw or cold ingredients, typically vegetables, usually served with a dressing such as vinegar or mayonnaise.",/ˈsæləd/,s-al-ad,noun,
salesman,"A man whose job it is to sell things, either in a shop/store or elsewhere.",,s-al-esm-an,noun,
salespeople,"A person whose job is to sell things, either in a shop/store or elsewhere.",,s-al-esp-eopl-e,noun,
salesperson,"A person whose job is to sell things, either in a shop/store or elsewhere.",,s-al-esp-ers-on,noun,
salon,"A large room, especially one used to receive and entertain guests.",/səˈlɒn/,s-al-on,noun,
sandwich,A dish or foodstuff where two or more slices of bread serve as the wrapper or container of some other food.,/ˈsæmwɪd͡ʒ/,s-andw-ich,noun,
satellite,A moon or other smaller body orbiting a larger one.,/ˈsætəlaɪt/,s-at-ell-it-e,noun,A spent upper stage is a derelict satellite.
satisfactory,Done to satisfaction; adequate or sufficient.,/sætɪsˈfækt(ə)ɹi/,s-at-isf-act-or-y,adjective,The satisfactory results of the survey led to his promotion.
sauna,A room or a house designed for heat sessions.,/ˈsaʊ.nə/,s-aun-a,noun,The hotel has a sauna in the basement.
scarf,"A long, often knitted, garment worn around the neck.",/skɑːf/,sc-arf,noun,
scenery,"View, natural features, landscape.",/ˈsiːnəɹi/,sc-en-er-y,noun,
scholarship,A grant-in-aid to a student.,/ˈskɒləʃɪp/,sch-ol-arsh-ip,noun,
sculpture,A three dimensional work of art created by shaping malleable objects and letting them harden or by chipping away pieces from a rock (sculpting).,/ˈskʌlptj(ʊ)ə/,sc-ulpt-ur-e,noun,
seafood,"Fish, shellfish, seaweed, and other edible aquatic life.",/ˈsiːfuːd/,s-eaf-ood,noun,
seaside,"The area by and around the sea; including the beach, promenade or cliffs",,s-eas-id-e,noun,
seasonal,"Anything that is seasonal, such as a financial trend, a product for sale, or an employee.",/ˈsiːzənəl/,s-eas-on-al,noun,
sedan,"An enclosed windowed chair suitable for a single occupant, carried by at least two porters, in equal numbers in front and behind, using wooden rails that passed through metal brackets on the sides of the chair.",/səˈdæn/,s-ed-an,noun,
seeker,One who seeks.,/ˈsiːkə/,s-eek-er,noun,
seldom,Rare; infrequent.,/ˈsɛldəm/,s-eld-om,adjective,They seldom come here now.
seller,Someone who sells; a vendor; a clerk.,/ˈsɛlə/,s-ell-er,noun,Alisha was a seller of fine books.
semester,Half of a school year or academic year such as fall or spring semester.,/sɪˈmɛstə/,s-em-est-er,noun,
seminar,"A class held for advanced studies in which students meet regularly to discuss original research, under the guidance of a professor.",,s-em-in-ar,noun,
sender,Someone who sends.,/ˈsɛndɚ/,s-end-er,noun,"The package was addressed to someone we didn't know, so we returned it to the sender."
separately,In a separate manner; not together; apart.,/ˈsɛpəɹətli/,s-ep-ar-at-el-y,adverb,We've been living separately for three years.
serial,"A work, such as a work of fiction, published in installments, often numbered and without a specified end.",/ˈsɪəɹiːəɫ/,s-er-ial,noun,"Go to these sites for serials, cracks and keygens."
sew,To use a needle to pass thread repeatedly through (pieces of fabric) in order to join them together.,/səʊ/,s-ew,verb,"Balls were first made of grass or leaves held together by strings, and later of pieces of animal skin sewn together and stuffed with feathers or hay."
sewer,A pipe or system of pipes used to remove human waste and to provide drainage.,/ˈs(j)uːə/,s-ew-er,noun,
sharply,In a sharp manner.,/ʃɑːpli/,sh-arpl-y,adverb,
shipment,A load of goods that is transported by any method (not just by ship),/ˈʃɪpmənt/,sh-ipm-ent,noun,
shopper,A person who shops.,/ˈʃɔp.ə/,sh-opp-er,noun,
shortage,A lack or deficiency; an insufficient amount.,,sh-ort-ag-e,noun,
shorten,To make shorter; to abbreviate.,/ˈʃɔːtən/,sh-ort-en,verb,to shorten an allowance of food
shortly,In a short or brief time or manner; quickly.,/ʃɔːɹtli/,sh-ortl-y,adverb,Ideas are generally expressed more shortly in verse than in prose
showroom,A room in a business set aside for the display of the company's products.,/ˈʃoʊˌɹum/,sh-owr-oom,noun,"This new phone looks good, but I want to go to the mall and showroom it before buying."
shuttle,The part of a loom that carries the woof back and forth between the warp threads.,,sh-uttl-e,noun,
