word,meaning,pronunciation,syllables,partOfSpeech,example
depart,"출발하다, 떠나다",/dɪˈpɑːt/,d-ep-art,verb,"'depart'는 특정 장소를 '떠나다' 또는 여행을 '출발하다'라는 의미의 동사입니다. 'leave'와 비슷한 의미지만 더 격식 있는 표현입니다. 비유적으로 기존의 방식이나 정책에서 '벗어나다'라는 의미로도 쓰입니다."
departmental,"부서의",,d-ep-artm-ent-al,adjective,"'departmental'은 회사나 조직 내의 특정 '부서의'라는 의미를 가진 형용사입니다."
departure,"출발",/dɪˈpɑː(ɹ)tjə(ɹ)/,d-ep-art-ur-e,noun,"'departure'는 비행기, 기차 등이 '출발'하는 것을 의미하는 명사입니다. 공항에서 '출국'(Departures)이라는 표지판에서 흔히 볼 수 있으며, 'arrival'(도착)의 반대말입니다."
dependable,"믿을 수 있는, 신뢰할 수 있는",[dɪˈpɛndəbəɫ],d-ep-end-abl-e,adjective,"'dependable'은 약속을 잘 지키고 꾸준하여 '믿을 수 있는' 또는 '신뢰할 수 있는' 사람이나 사물을 묘사하는 형용사입니다."
dependence,"의존, 의지",/dɪˈpɛndəns/,d-ep-end-enc-e,noun,"'dependence'는 다른 사람이나 사물에 기대고 도움을 받는 상태, 즉 '의존' 또는 '의지'를 의미하는 명사입니다."
descriptive,"묘사적인, 서술적인",/dɪˈskɹɪptɪv/,d-escr-ipt-iv-e,adjective,"'descriptive'는 어떤 대상의 모습이나 특징을 말이나 글로 자세하게 '묘사하는' 또는 '서술적인'이라는 의미의 형용사입니다."
designate,"지정하다, 지명하다",/ˈdɛzɪɡ.neɪt/,d-es-ign-at-e,verb,"'designate'는 특정 목적을 위해 장소나 구역을 '지정하다' 또는 특정 직책에 사람을 '지명하다'라는 의미의 동사입니다."
desirable,"바람직한, 가치 있는",/dɪˈzaɪəɹəbəl/,d-es-ir-abl-e,adjective,"'desirable'은 많은 사람들이 갖고 싶어 하거나 그렇다고 생각하는, 즉 '바람직한', '매력적인', '가치 있는'이라는 의미의 형용사입니다."
desktop,"데스크톱 (컴퓨터)",[ˈdɛsk.ˌtɔp],d-eskt-op,noun,"'desktop'은 책상 위에 놓고 사용하는 개인용 컴퓨터인 '데스크톱 컴퓨터'를 의미하며, 노트북(laptop)과 구분됩니다. 컴퓨터 화면의 초기 바탕화면을 뜻하기도 합니다."
desperate,"필사적인; 절망적인",/ˈdɛsp(ə)ɹət/,d-esp-er-at-e,adjective,"'desperate'는 상황이 매우 나빠서 위험을 무릅쓰고 무엇이든 하려는 '필사적인' 상태와, 희망을 거의 잃어버린 '절망적인' 상태를 모두 묘사하는 형용사입니다."
dessert,"디저트, 후식",/dɪˈzɜːt/,d-ess-ert,noun,"'dessert'는 식사를 마친 후 마지막으로 먹는 달콤한 음식, 즉 '디저트'나 '후식'을 의미합니다. '사막'을 뜻하는 'desert'와 철자와 발음이 비슷하여 주의해야 합니다."
destination,"목적지",/dɛstɪˈneɪʃən/,d-est-in-at-ion,noun,"'destination'은 여행이나 이동의 최종 목표가 되는 장소, 즉 '목적지'를 의미합니다."
detach,"떼다, 분리하다",/dəˈtætʃ/,d-et-ach,verb,"'detach'는 어떤 것에 붙어 있는 것을 '떼어내다' 또는 '분리하다'라는 의미의 동사입니다. 'attach'(붙이다)의 반대말입니다."
deteriorate,"악화되다",/dɪˈtɪəɹɪəɹeɪt/,d-et-er-ior-at-e,verb,"'deteriorate'는 상황, 건강, 관계 등이 시간이 지나면서 점점 더 나빠지는 것, 즉 '악화되다'라는 의미의 동사입니다."
devastate,"완전히 파괴하다; 엄청난 충격을 주다",/ˈdɛvəsteɪt/,d-ev-ast-at-e,verb,"'devastate'는 지역이나 건물을 '완전히 파괴하다'는 물리적인 의미와, 누군가에게 엄청난 슬픔이나 '충격을 주다'는 정신적인 의미로 사용됩니다."
developer,"개발자",/dɪˈvɛləpə(ɹ)/,d-ev-el-op-er,noun,"'developer'는 소프트웨어나 앱을 만드는 '소프트웨어 개발자' 또는 토지를 개발하여 건물을 짓는 '부동산 개발업자' 등 무언가를 새롭게 만들어내는 사람이나 회사를 의미합니다."
diagnose,"진단하다",/daɪəɡˈnəʊz/,d-iagn-os-e,verb,"'diagnose'는 의사가 환자의 증상을 보고 질병의 원인이 무엇인지 의학적으로 판단하는 것, 즉 '진단하다'라는 의미의 동사입니다."
diagnostic,"진단의",/daɪəˈɡnɒstɪk/,d-iagn-ost-ic,adjective,"'diagnostic'은 질병이나 문제의 원인을 찾아내는 '진단의'라는 의미를 가진 형용사입니다. (예: diagnostic test - 진단 검사)"
diagram,"도표, 그림",/ˈdaɪ.ə.ɡɹæm/,d-iagr-am,noun,"'diagram'은 정보나 구조를 단순한 선과 도형을 이용해 시각적으로 보여주는 '도표'나 '그림'을 의미합니다."
dial,"다이얼(을 돌리다); 전화를 걸다",/ˈdaɪəɫ/,d-ial,noun,"'dial'은 기계의 눈금을 보여주는 둥근 '계기판'이나 구식 전화기의 '다이얼'을 의미하는 명사이며, 전화번호를 눌러 '전화를 걸다'라는 의미의 동사로도 쓰입니다."
diamond,"다이아몬드; 마름모꼴",/ˈdaɪ(ə)mənd/,d-iam-ond,noun,"'diamond'는 매우 단단하고 값비싼 보석인 '다이아몬드'를 의미하며, 야구장의 '내야'나 네 변의 길이가 같은 사각형 모양인 '마름모꼴'을 뜻하기도 합니다."
dine,"식사를 하다",/daɪn/,d-in-e,verb,"'dine'는 주로 저녁에 격식을 갖추어 '식사를 하다'라는 의미의 동사입니다. 'eat'보다 훨씬 격식 있는 표현입니다."
diner,"식사하는 사람; 작은 식당",/ˈdaɪnə(ɹ)/,d-in-er,noun,"'diner'는 '식사하는 사람'이라는 뜻과 함께, 미국에서 흔히 볼 수 있는 작고 격식 없는 '식당'을 의미하는 말로도 널리 쓰입니다."
diploma,"졸업장, 수료증",/dɪˈpləʊmə/,d-ipl-om-a,noun,"'diploma'는 고등학교나 대학교 등 교육 기관의 전 과정을 마쳤음을 증명하는 공식적인 문서, 즉 '졸업장'이나 '학위 증서'를 의미합니다."
directory,"안내 책자; (컴퓨터) 디렉터리",/daɪˈɹɛktəɹi/,d-ir-ect-or-y,noun,"'directory'는 이름, 주소, 전화번호 등의 목록을 담고 있는 '안내 책자'나 '명부'를 의미하며, 컴퓨터에서 파일을 체계적으로 관리하기 위한 '폴더'와 같은 개념인 '디렉터리'를 뜻하기도 합니다."
disable,"장애를 입히다; (기능을) 비활성화하다",[dɪsˈeɪbəɫ],d-is-abl-e,verb,"'disable'은 사고나 질병이 사람에게 신체적 '장애를 입히다'라는 의미와, 기기나 소프트웨어의 특정 기능을 사용하지 못하도록 '비활성화하다'라는 의미로 사용됩니다. 'enable'(활성화하다)의 반대말입니다."
disagreement,"의견 충돌, 불일치",/dɪsəˈɡɹiːmənt/,d-is-agr-eem-ent,noun,"'disagreement'는 두 명 이상의 사람들이 서로 다른 의견을 가져 다투는 것, 즉 '의견 충돌'이나 '다툼'을 의미합니다."
disappointment,"실망",/dɪsəˈpɔɪntmənt/,d-is-app-ointm-ent,noun,"'disappointment'는 기대했던 일이 이루어지지 않았을 때 느끼는 '실망'이라는 감정 또는 '실망스러운 일' 자체를 의미하는 명사입니다."
discard,"버리다",/ˈdɪskɑːd/,d-isc-ard,verb,"'discard'는 더 이상 필요 없거나 쓸모없는 것을 '버리다'라는 의미의 동사입니다. 'throw away'와 비슷한 의미지만 좀 더 격식 있는 표현입니다."
disconnect,"연결을 끊다",/dɪskəˈnɛkt/,d-isc-onn-ect,verb,"'disconnect'는 전기, 인터넷, 전화 등의 연결을 '끊다'는 의미의 동사입니다. 'connect'(연결하다)의 반대말입니다."
discontinue,"중단하다",/dɪskənˈtɪnju/,d-isc-ont-in-ue,verb,"'discontinue'는 제품 생산이나 서비스 제공을 더 이상 하지 않고 '중단하다'라는 의미의 동사입니다."
discrepancy,"차이, 불일치",/dɪsˈkɹɛpənsi/,d-iscr-ep-anc-y,noun,"'discrepancy'는 서로 같아야 할 두 개의 보고서, 계산, 사실 등에서 발견되는 '차이'나 '불일치'를 의미합니다."
