word,meaning,pronunciation,syllables,partOfSpeech,example
sidewalk,"보도, 인도",/ˈsaɪdwɔːk/,s-id-ew-alk,noun,"'sidewalk'는 길가에서 보행자들이 안전하게 걸어 다닐 수 있도록 만들어 놓은 길, 즉 '보도'나 '인도'를 의미합니다. 주로 미국에서 사용되며, 영국에서는 'pavement'라고 합니다."
sightsee,"관광하다",,s-ights-ee,verb,"'sightsee'는 여행지에서 유명한 장소나 명소를 구경하는 것, 즉 '관광하다'라는 의미의 동사입니다."
signature,"서명",/ˈsɪɡnətʃə/,s-ign-at-ur-e,noun,"'signature'는 계약서, 편지, 카드 등에 자신의 신원을 증명하거나 동의를 표시하기 위해 직접 쓴 이름, 즉 '서명'을 의미합니다."
signify,"의미하다, 나타내다",/ˈsɪɡnɪfaɪ/,s-ign-if-y,verb,"'signify'는 특정 행동, 표시, 사건 등이 특별한 의미를 '가지다' 또는 '나타내다'라는 의미의 동사입니다."
silently,"조용히",/ˈsaɪləntli/,s-il-entl-y,adverb,"'silently'는 아무 소리도 내지 않고 '조용하게' 또는 '말없이'라는 의미의 부사입니다."
similarity,"유사성, 닮은 점",/sɪmɪˈlæɹɪti/,s-im-il-ar-it-y,noun,"'similarity'는 두 개 이상의 대상이 서로 비슷하거나 공통적으로 가지고 있는 특징, 즉 '유사점'이나 '닮은 점'을 의미합니다."
simplify,"단순화하다, 간단하게 만들다",/ˈsɪmpləfaɪ/,s-impl-if-y,verb,"'simplify'는 복잡한 것을 더 이해하기 쉽거나 하기 쉽게 '간단하게 만들다' 또는 '단순화하다'라는 의미의 동사입니다."
sincerely,"진심으로",/sɪnˈsɪəli/,s-inc-er-el-y,adverb,"'sincerely'는 거짓이나 꾸밈없이 '진심으로' 또는 '성실하게'라는 의미의 부사입니다. 편지 끝맺음말로 'Sincerely yours' 형태로 자주 쓰입니다."
skate,"스케이트",/skeɪt/,sk-at-e,noun,"'skate'는 얼음이나 평평한 바닥에서 타는 신발인 '스케이트'를 의미하며, '스케이트를 타다'라는 동사로도 쓰입니다."
skateboard,"스케이트보드",,sk-at-eb-oard,noun,"'skateboard'는 나무판에 바퀴를 달아 타는 스포츠 기구인 '스케이트보드'를 의미합니다."
sketch,"스케치(하다), 밑그림(을 그리다)",/skɛtʃ/,sk-etch,noun,"'sketch'는 어떤 대상의 기본적인 윤곽만 빠르게 그린 '밑그림'이나 '소묘'를 의미하는 명사와, 그것을 '그리다'라는 의미의 동사로 쓰입니다."
skim,"훑어보다",/skɪm/,sk-im,verb,"'skim'은 책이나 글의 전체적인 내용을 파악하기 위해 중요한 부분만 빠르게 읽는 것, 즉 '대충 훑어보다'라는 의미의 동사입니다."
sleepy,"졸린",/ˈsliːpi/,sl-eep-y,adjective,"'sleepy'는 잠이 오거나 피곤하여 잠들고 싶은 상태, 즉 '졸린'을 의미하는 형용사입니다."
sleeve,"소매",/sliːv/,sl-eev-e,noun,"'sleeve'는 윗옷에서 팔을 감싸는 부분, 즉 '소매'를 의미합니다."
slot,"(좁고 긴) 구멍, 틈",/slɒt/,sl-ot,noun,"'slot'은 편지, 동전, 카드 등을 넣도록 만들어진 '좁고 긴 구멍'을 의미하며, 정해진 시간표 상의 '시간대'를 뜻하기도 합니다."
smartphone,"스마트폰",/ˈsmɑːtfəʊn/,sm-artph-on-e,noun,"'smartphone'은 컴퓨터의 주요 기능을 결합한 다기능 휴대폰, 즉 '스마트폰'을 의미합니다."
smoothly,"순조롭게, 매끄럽게",/ˈsmuːðli/,sm-oothl-y,adverb,"'smoothly'는 어떤 일이 문제나 어려움 없이 '순조롭게' 또는 '매끄럽게' 진행되는 방식을 나타내는 부사입니다."
snack,"간식",/snæk/,sn-ack,noun,"'snack'은 식사 시간 사이에 먹는 가벼운 음식, 즉 '간식'을 의미합니다."
snowy,"눈이 오는",/snəʊi/,sn-ow-y,adjective,"'snowy'는 눈이 내리거나 눈으로 덮여 있는 날씨나 풍경을 묘사하는 형용사입니다."
soap,"비누",/səʊp/,s-oap,noun,"'soap'은 몸을 씻거나 빨래를 할 때 쓰는 세정제, 즉 '비누'를 의미합니다."
soar,"치솟다, 급등하다",/sɔː/,s-oar,noun,"'soar'는 새가 하늘 높이 '날아오르다'는 의미와, 가격, 물가, 인기 등이 '급등하다', '치솟다'는 비유적인 의미로 사용됩니다."
soccer,"축구",/ˈsɒk.ə/,s-occ-er,noun,"'soccer'는 발로 공을 차서 상대편 골대에 넣는 스포츠인 '축구'를 의미하며, 주로 북미에서 사용됩니다. 영국을 포함한 대부분의 나라에서는 'football'이라고 합니다."
sock,"양말",/sɒk/,s-ock,noun,"'sock'은 발에 신는 의류, 즉 '양말'을 의미하며, 보통 복수형 'socks'로 사용됩니다."
sofa,"소파",/ˈsəʊfə/,s-of-a,noun,"'sofa'는 여러 사람이 함께 앉을 수 있는 길고 푹신한 의자, 즉 '소파'를 의미합니다."
solar,"태양의",/ˈsəʊlə/,s-ol-ar,adjective,"'solar'는 '태양의' 또는 '태양 에너지를 이용하는'이라는 의미를 가진 형용사입니다. (예: solar system - 태양계)"
someday,"언젠가 (미래에)",,s-om-ed-ay,adverb,"'someday'는 명확하지 않은 미래의 어느 날, 즉 '언젠가는'이라는 의미를 가진 부사입니다."
sometime,"언젠가 (과거 또는 미래에)",/ˈsʌmˌtaɪm/,s-om-et-im-e,adverb,"'sometime'은 정확한 시점은 아니지만 과거 또는 미래의 '어느 때에', '언젠가'라는 의미의 부사입니다. 'sometime' 뒤에 시기를 나타내는 말이 오기도 합니다. (예: sometime next week)"
soup,"수프, 국",/suːp/,s-oup,noun,"'soup'은 고기, 채소 등을 물이나 육수에 넣고 끓여 만든 국물 요리, 즉 '수프'나 '국'을 의미합니다."
spa,"스파",/ˈspɐː/,sp-a,noun,"'spa'는 온천이나 마사지, 피부 관리 등 건강과 미용을 위한 다양한 서비스를 제공하는 시설을 의미합니다."
