word,meaning,pronunciation,syllables,partOfSpeech,example
purchaser,"구매자",,p-urch-as-er,noun,"'purchaser'는 물건을 사는 사람, 즉 '구매자'나 '매입자'를 의미하는 격식 있는 단어입니다. 'buyer'와 유사한 의미입니다."
purse,"지갑, 핸드백",/pɜːs/,p-urs-e,noun,"'purse'는 주로 여성들이 돈, 열쇠, 화장품 등을 넣어 다니는 작은 손가방인 '핸드백'을 의미하며, 동전이나 지폐를 넣는 '지갑'을 뜻하기도 합니다."
purser,"(선박·항공기의) 사무장",,p-urs-er,noun,"'purser'는 배나 비행기에서 승객의 편의를 돌보고 회계 업무를 담당하는 승무원, 즉 '사무장'을 의미합니다."
puzzle,"퍼즐, 수수께끼",/ˈpʌzəl/,p-uzzl-e,noun,"'puzzle'은 맞추기 어려운 그림 조각인 '퍼즐'이나, 해결하기 힘든 '수수께끼' 또는 '난제'를 의미합니다."
quarterly,"분기별의; 계간지",,q-uart-erl-y,adjective,"'quarterly'는 일 년에 네 번, 즉 '분기별의'(3개월마다의)라는 의미의 형용사 및 부사이며, '계간지'를 의미하는 명사로도 쓰입니다."
query,"문의, 질문",/ˈkwɪə.ɹi/,q-uer-y,noun,"'query'는 정보를 얻기 위한 '질문'이나 '문의'를 의미하는 명사입니다. 동사로 '질문하다'는 뜻으로도 쓰입니다."
questionnaire,"설문지",/ˌk(w)estjəˈnɛə/,q-uest-ionn-air-e,noun,"'questionnaire'는 여러 사람으로부터 정보를 수집하기 위해 만든 질문 목록, 즉 '설문지'를 의미합니다."
quit,"그만두다",/kwɪt/,q-uit,verb,"'quit'은 하던 일이나 직장을 '그만두다'라는 의미의 동사입니다. (과거형, 과거분사형 동일)"
rack,"선반, 받침대",/ɹæk/,r-ack,noun,"'rack'은 물건을 걸어두거나 올려놓을 수 있도록 만든 '선반'이나 '걸이', '받침대'를 의미합니다. (예: dish rack - 식기 건조대)"
railway,"철도",/ˈɹeɪlˌweɪ/,r-ailw-ay,noun,"'railway'는 기차가 다니는 길인 '선로'와 그 시스템 전체, 즉 '철도'를 의미합니다."
raincoat,"비옷, 레인코트",/ˈɹeɪnkəʊt/,r-ainc-oat,noun,"'raincoat'는 비를 막기 위해 입는 방수 처리된 외투, 즉 '비옷'이나 '레인코트'를 의미합니다."
rainfall,"강우량",,r-ainf-all,noun,"'rainfall'은 일정 기간 동안 특정 지역에 내린 비의 총량, 즉 '강우량'을 의미합니다."
